participant_id,content_language,finished_study,study_name,aesthetics,thinking,colorage,data_bored,data_compare,data_fun,data_science,data_selfLearn,bored_median_colorage,compare_median_colorage,fun_median_colorage,science_median_colorage,selfLearn_median_colorage,data_wasBoring,wasBoring_reversed,data_wasEnjoyable,data_wasFun,data_wasInteresting,boring_lowExtreme,boring_highExtreme,enjoyable_lowExtreme,enjoyable_highExtreme,fun_lowExtreme,fun_highExtreme,interesting_lowExtreme,interesting_highExtreme,totalExtremes,variance_noReverse,std_imi,isStdImi0,variance_reverse,AttentionCheck,AttentionCheck_binary,IntrinsicMotivation,data_comments,satisficing,average_ABS_rating_diff,average_rating_diff,num_correctAns,overall_score,retake,retake 2,age,gender,ip_country,ip_city,multinational,father,mother,education,normal vision,country0,years0,country1,country2,country3,country4,country5,years1,years2,years3,years4,years5,lang0,lang1,lang2,lang3,lang4,lang5,lang6,fluency1,fluency2,fluency3,fluency4,fluency5,fluency6,urban,web_usage,profession,id,cvd,screen,normalvision,time_stamp,ctry6,user_agent,timestamp,timestamp_page_load,timestamp_motivation_1,timestamp_motivation_1_inDays,timestamp_motivation_date,timestamp_motivation_2,elapsedTime,timestamp_demographics,timestamp_lighting1,predicted_age,abs_diff_ages,diff-ages
43801,en,1,aesthetics,1,0,0,5,3,4,3,5,1,0,0,0,1,7,1,1,1,1,0,1,1,0,1,0,1,0,4,9,3,0,0.233333333,0,1,1,,,0.821428571,-0.035714286,,,0,first/missing,29,0,United States,Dallas,0,United States,United States,college,0,United States,29,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,10,,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",09/30/2016 5:13 PM,09/30/2016 5:08 PM,1.47528E+12,17075.00611,01/01/1970 4:44:35 AM,1.47528E+12,281941,09/30/2016 5:09 PM,,,,
43802,en,0,aesthetics,1,0,0,4,3,4,5,5,1,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,0,first/missing,24,0,Netherlands,Amsterdam,1,Germany,Germany,pre-high school,0,Netherlands,1,Germany,,,,,23,0,0,0,0,German,,,,,,,0,0,0,0,0,0,,7,,,,,,,,Mozilla/5.0 (X11; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0,10/01/2016 5:33 AM,10/01/2016 5:33 AM,1.47533E+12,17075.52327,01/01/1970 4:44:36 AM,0,-1.47533E+12,10/01/2016 5:34 AM,,,,
43803,en,1,aesthetics,1,0,0,5,3,5,3,5,1,0,1,0,1,6,2,2,3,3,0,0,0,0,0,0,0,0,0,3,1.732050808,0,1.777777778,0.666666667,1,2.5,,,0.607142857,-0.392857143,,,0,first/missing,15,0,United States,Troutdale,0,United States,United States,high school,0,United States,15,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,9,,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",10/01/2016 4:16 PM,10/01/2016 4:09 PM,1.47536E+12,17075.96518,01/01/1970 4:44:36 AM,1.47536E+12,344562,10/01/2016 4:11 PM,,,,
43804,en,1,aesthetics,1,0,0,5,4,4,4,4,1,1,0,0,0,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0.25,0.5,0,2.9,1,0,3.25,,,0.785714286,0.071428571,,,0,first/missing,16,1,United Kingdom,Swindon,0,United Kingdom,Thailand,college,0,United Kingdom,16,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,5,,,,,,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",10/01/2016 4:34 PM,10/01/2016 4:26 PM,1.47536E+12,17075.97737,01/01/1970 4:44:36 AM,1.47536E+12,418649,10/01/2016 4:28 PM,,,,
43806,en,1,aesthetics,1,0,0,5,5,5,5,5,1,1,1,1,1,7,1,1,1,4,0,1,1,0,1,0,0,0,3,8.25,2.872281323,0,1.333333333,1,0,1.75,,,1.333333333,0.8,,,0,first/missing,13,1,United States,Lexington,0,China,China,pre-high school,0,United States Minor Outlying Islands,13,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,6,,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",10/01/2016 7:59 PM,10/01/2016 7:54 PM,1.47538E+12,17076.12125,01/01/1970 4:44:36 AM,1.47538E+12,302291,10/01/2016 7:54 PM,,,,
43807,en,1,aesthetics,1,0,0,5,5,5,5,5,1,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,1.866666667,0.866666667,,,0,first/missing,28,0,Australia,Elanora,0,,,,0,Australia,28,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,0,,,,,,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",10/02/2016 3:41 AM,10/02/2016 3:30 AM,1.4754E+12,17076.44015,01/01/1970 4:44:36 AM,1.4754E+12,467522,10/02/2016 3:34 AM,,,,
43808,en,0,aesthetics,1,0,0,4,2,5,4,5,1,0,1,0,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,0,first/missing,20,1,United Kingdom,Colchester,0,United Kingdom,United Kingdom,college,0,United Kingdom,20,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,5,,,,,,,,"Mozilla/5.0 (iPad; CPU OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",10/02/2016 6:18 AM,10/02/2016 6:16 AM,1.47541E+12,17076.5544,01/01/1970 4:44:37 AM,0,-1.47541E+12,10/02/2016 6:19 AM,,,,
43809,en,1,aesthetics,1,0,0,4,4,4,4,4,1,1,0,0,0,6,2,4,4,6,0,0,0,0,0,0,0,0,0,1.333333333,1.154700538,0,5.155555556,2.666666667,0,4,,,0.333333333,-0.333333333,,,0,first/missing,20,1,Indonesia,Jakarta,0,Indonesia,Indonesia,college,0,Indonesia,20,,,,,,0,0,0,0,0,Indonesian,,,,,,,0,0,0,0,0,0,,11,,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",10/02/2016 10:57 AM,10/02/2016 10:50 AM,1.47543E+12,17076.7442,01/01/1970 4:44:37 AM,1.47543E+12,351690,10/02/2016 10:51 AM,,,,
43810,en,1,aesthetics,1,0,0,4,3,4,5,5,1,0,0,1,1,6,2,2,2,3,0,0,0,0,0,0,0,0,0,3.583333333,1.892969449,0,1.433333333,0.333333333,1,2.25,,,0.666666667,0.333333333,,,0,first/missing,16,1,Serbia,Belgrade,0,Serbia,Serbia,PhD,0,Serbia,16,,,,,,0,0,0,0,0,Serbian,English,French,,,,,4,2,0,0,0,0,,5,,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",10/02/2016 11:12 AM,10/02/2016 11:06 AM,1.47543E+12,17076.75491,01/01/1970 4:44:37 AM,1.47543E+12,323837,10/02/2016 11:07 AM,,,,
43813,en,1,aesthetics,1,0,0,3,3,5,5,5,0,0,1,1,1,3,5,5,5,5,0,0,0,0,0,0,0,0,0,1,1,0,6.666666667,0,1,5,,,0.642857143,-0.214285714,,,0,first/missing,31,0,Italy,Musone,0,Italy,Italy,graduate school,0,Italy,31,,,,,,0,0,0,0,0,Italian,,,,,,,0,0,0,0,0,0,,9,,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",10/03/2016 2:22 PM,10/03/2016 2:17 PM,1.47553E+12,17077.88751,01/01/1970 4:44:38 AM,1.47553E+12,248263,10/03/2016 2:18 PM,,,,
43816,en,1,aesthetics,1,0,0,5,5,5,5,5,1,1,1,1,1,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0.666666667,0.816496581,0,5.511111111,0.666666667,1,4.5,,,0.766666667,-0.033333333,,,0,first/missing,22,0,United States,Trenton,0,United States,United States,college,0,United States,22,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,9,,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",10/03/2016 5:31 PM,10/03/2016 5:06 PM,1.47554E+12,17078.01756,01/01/1970 4:44:38 AM,1.47554E+12,383114,10/03/2016 5:26 PM,,,,
43817,en,1,aesthetics,1,0,0,5,5,5,5,2,1,1,1,1,0,4,4,5,6,4,0,0,0,0,0,0,0,0,0,0.916666667,0.957427108,0,6.322222222,1,0,4.75,,,1.9,0.5,,,0,first/missing,25,0,United States,Houston,0,United States,United States,college,0,United States,25,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,8,,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",10/03/2016 10:01 PM,10/03/2016 9:38 PM,1.47556E+12,17078.19977,01/01/1970 4:44:38 AM,1.47556E+12,843814,10/03/2016 9:50 PM,,,,
43819,en,0,aesthetics,1,0,0,5,5,5,5,5,1,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,0,first/missing,16,1,Australia,,1,China,China,high school,0,Australia,14,China,,,,,2,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,6,,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",10/04/2016 2:07 AM,10/04/2016 1:37 AM,1.47557E+12,17078.38029,01/01/1970 4:44:38 AM,0,-1.47557E+12,10/04/2016 2:08 AM,,,,
43820,en,0,aesthetics,1,0,0,4,4,4,4,4,1,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,0,first/missing,41,0,Republic of Korea,Seoul,0,Republic of Korea,Republic of Korea,professional school,0,Republic of Korea,41,,,,,,0,0,0,0,0,Korean,,,,,,,0,0,0,0,0,0,,3,,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50",10/04/2016 9:36 AM,10/04/2016 9:32 AM,1.4756E+12,17078.69196,01/01/1970 4:44:39 AM,0,-1.4756E+12,10/04/2016 9:40 AM,,,,
43822,en,0,aesthetics,1,0,0,5,5,5,5,5,1,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,0,first/missing,25,0,United States,Houston,0,United States,United States,college,0,United States,25,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,7,,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",10/04/2016 10:16 AM,10/04/2016 10:15 AM,1.4756E+12,17078.71972,01/01/1970 4:44:39 AM,0,-1.4756E+12,10/04/2016 10:17 AM,,,,
43824,en,1,aesthetics,1,0,0,1,4,3,5,3,0,1,0,1,0,3,5,4,3,4,0,0,0,0,0,0,0,0,0,0.333333333,0.577350269,0,4.488888889,1.333333333,0,4,,,0.785714286,0.714285714,,,0,first/missing,27,0,United States,Stanford,0,United States,United States,PhD,0,United States,27,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,6,,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",10/04/2016 12:24 PM,10/04/2016 12:13 PM,1.47561E+12,17078.80174,01/01/1970 4:44:39 AM,1.47561E+12,629246,10/04/2016 12:15 PM,,,,
43825,en,0,aesthetics,1,0,0,4,3,5,5,5,1,0,1,1,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,0,first/missing,27,1,Canada,Sherbrooke,0,Canada,Canada,PhD,0,Canada,27,,,,,,0,0,0,0,0,French,,,,,,,0,0,0,0,0,0,,6,,,,,,,,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",10/04/2016 11:29 PM,10/04/2016 11:29 PM,1.47565E+12,17079.27074,01/01/1970 4:44:39 AM,0,-1.47565E+12,10/04/2016 11:30 PM,,,,
43826,en,1,aesthetics,1,0,0,3,3,5,5,5,0,0,1,1,1,2,6,6,5,5,0,0,0,0,0,0,0,0,0,3,1.732050808,0,8.177777778,0.666666667,1,5.5,,,0.678571429,0.178571429,,,0,first/missing,27,1,Canada,Sherbrooke,0,Canada,Canada,PhD,0,Canada,27,,,,,,0,0,0,0,0,French,,,,,,,0,0,0,0,0,0,,6,,,,,,,,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",10/04/2016 11:36 PM,10/04/2016 11:30 PM,1.47565E+12,17079.2717,01/01/1970 4:44:39 AM,1.47565E+12,333348,10/04/2016 11:31 PM,,,,
43828,en,1,aesthetics,1,0,0,3,4,4,4,4,0,1,0,0,0,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0.25,0.5,0,4.9,1,0,4.25,,,0.733333333,-0.6,,,0,first/missing,25,1,Poland,Jaros?aw,0,Poland,Poland,,0,Poland,25,,,,,,0,0,0,0,0,Polish,,,,,,,0,0,0,0,0,0,,0,,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",10/05/2016 8:43 AM,10/05/2016 8:37 AM,1.47568E+12,17079.65141,01/01/1970 4:44:40 AM,1.47568E+12,323850,10/05/2016 8:38 AM,,,,
43829,en,0,aesthetics,1,0,0,3,4,4,4,4,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,,first/missing,,,United States,Novi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/05/2016 11:43 AM,10/05/2016 11:42 AM,1.47569E+12,17079.78015,01/01/1970 4:44:40 AM,0,-1.47569E+12,,,,,
43831,en,0,aesthetics,1,0,0,5,4,,2,5,1,1,,0,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,,first/missing,,,United States,Maple Grove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/05/2016 12:30 PM,10/05/2016 12:11 PM,1.4757E+12,17079.81279,01/01/1970 4:44:40 AM,0,-1.4757E+12,,,,,
43832,en,1,aesthetics,1,0,0,5,4,5,2,5,1,1,1,0,1,6,2,2,2,2,0,0,0,0,0,0,0,0,0,4,2,0,1.066666667,0,1,2,,,0.666666667,0.133333333,,,0,first/missing,20,1,United States,Maple Grove,0,United States,United States,college,0,United States,20,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,6,,,,,,,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0,10/05/2016 12:37 PM,10/05/2016 12:31 PM,1.4757E+12,17079.81363,01/01/1970 4:44:40 AM,1.4757E+12,349765,10/05/2016 12:32 PM,,,,
43833,en,0,aesthetics,1,0,0,5,5,5,5,5,1,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,0,first/missing,20,0,United States,Bellingham,1,United States Minor Outlying Islands,United States Minor Outlying Islands,college,0,United States,3,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,0,,,,,,,,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G36",10/05/2016 2:02 PM,10/05/2016 2:02 PM,1.4757E+12,17079.87693,01/01/1970 4:44:40 AM,0,-1.4757E+12,10/05/2016 2:02 PM,,,,
43834,en,1,aesthetics,1,0,0,5,5,5,5,5,1,1,1,1,1,6,2,3,3,2,0,0,0,0,0,0,0,0,0,3,1.732050808,0,1.777777778,0.666666667,1,2.5,,,0.933333333,0,,,0,first/missing,20,0,United States,Bellingham,1,United States Minor Outlying Islands,United States Minor Outlying Islands,college,0,United States Minor Outlying Islands,3,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,6,,,,,,,,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G36",10/05/2016 2:12 PM,10/05/2016 2:03 PM,1.4757E+12,17079.87747,01/01/1970 4:44:40 AM,1.4757E+12,528181,10/05/2016 2:03 PM,,,,
43835,en,1,aesthetics,1,0,0,3,4,4,2,4,0,1,0,0,0,2,6,5,5,5,0,0,0,0,0,0,0,0,0,2.25,1.5,0,7.433333333,1,0,5.25,,,0.9,0.566666667,,,0,first/missing,16,0,United States,Northampton,0,United States,United States,high school,0,United States,16,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,9,,,,,,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",10/05/2016 2:38 PM,10/05/2016 2:29 PM,1.4757E+12,17079.89756,01/01/1970 4:44:40 AM,1.4757E+12,333050,10/05/2016 2:33 PM,,,,
43838,en,1,aesthetics,1,0,0,5,5,5,5,5,1,1,1,1,1,6,2,3,3,3,0,0,0,0,0,0,0,0,0,2.25,1.5,0,2.1,1,0,2.75,,,0.533333333,-0.2,,,0,first/missing,18,1,United States,Bangor,0,United States,United States,college,0,United States,18,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,5,,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",10/05/2016 4:34 PM,10/05/2016 4:29 PM,1.47571E+12,17079.97881,01/01/1970 4:44:40 AM,1.47571E+12,306548,10/05/2016 4:30 PM,,,,
43839,en,0,aesthetics,1,0,0,3,4,4,1,4,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,,first/missing,,,United Kingdom,Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/06/2016 7:30 AM,10/06/2016 7:29 AM,1.47576E+12,17080.60436,01/01/1970 4:44:41 AM,0,-1.47576E+12,,,,,
43840,en,0,aesthetics,1,0,0,1,4,5,5,5,0,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,0,first/missing,21,0,Philippines,Makati City,0,Philippines,Philippines,college,0,Philippines,21,,,,,,0,0,0,0,0,Other,,,,,,,0,0,0,0,0,0,,7,,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",10/06/2016 7:36 AM,10/06/2016 7:34 AM,1.47576E+12,17080.60834,01/01/1970 4:44:41 AM,0,-1.47576E+12,10/06/2016 7:38 AM,,,,
43841,en,0,aesthetics,1,0,0,1,1,5,5,4,0,0,1,1,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,,first/missing,,,Philippines,Makati City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/06/2016 7:57 AM,10/06/2016 7:56 AM,1.47577E+12,17080.62315,01/01/1970 4:44:41 AM,0,-1.47577E+12,,,,,
43843,en,1,aesthetics,1,0,0,1,2,5,4,5,0,0,1,0,1,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0.25,0.5,0,4.9,0.333333333,1,4.25,,,1.466666667,0.733333333,,,0,first/missing,16,0,United States,Little Rock,0,United States,United States,high school,0,United States,16,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,8,,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",10/06/2016 11:13 AM,10/06/2016 11:08 AM,1.47578E+12,17080.75141,01/01/1970 4:44:41 AM,1.47578E+12,272147,10/06/2016 11:09 AM,,,,
43844,en,1,aesthetics,1,0,0,2,3,5,3,5,0,0,1,0,1,5,3,2,4,2,0,0,0,0,0,0,0,0,0,2.25,1.5,0,2.322222222,0.333333333,1,2.75,,,0.866666667,-0.266666667,,,0,first/missing,23,1,Poland,Katowice,0,Poland,Poland,graduate school,0,Poland,23,,,,,,0,0,0,0,0,Polish,,,,,,,0,0,0,0,0,0,,4,,,,,,,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0,10/06/2016 11:46 AM,10/06/2016 11:13 AM,1.47578E+12,17080.7754,01/01/1970 4:44:41 AM,1.47578E+12,595322,10/06/2016 11:39 AM,,,,
43846,en,0,aesthetics,1,0,0,4,5,4,3,5,1,1,0,0,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,0,first/missing,42,0,United States,Carlsbad,0,United States,United States,college,0,United States,42,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,5,,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",10/06/2016 2:55 PM,10/06/2016 2:55 PM,1.47579E+12,17080.91365,01/01/1970 4:44:41 AM,0,-1.47579E+12,10/06/2016 2:56 PM,,,,
43848,pt,1,aesthetics,1,0,0,1,4,1,5,3,0,1,0,1,0,1,7,7,7,7,1,0,0,1,0,1,0,1,4,9,3,0,11.43333333,0,1,7,,,0.833333333,0.1,,,0,first/missing,45,1,Brazil,Curitiba,1,Brazil,Brazil,graduate school,0,Brazil,44,United States,,,,,1,0,0,0,0,Portuguese,,,,,,,0,0,0,0,0,0,,5,,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/6.1.6 Safari/537.78.2",10/06/2016 4:30 PM,10/06/2016 4:08 PM,1.4758E+12,17080.96657,01/01/1970 4:44:41 AM,1.4758E+12,1089784,10/06/2016 4:15 PM,,,,
43849,en,1,aesthetics,1,0,0,1,1,2,4,1,0,0,0,0,0,1,7,6,6,6,1,0,0,0,0,0,0,0,1,6.25,2.5,0,10.04444444,1,0,6.25,,,1.178571429,0.535714286,,,0,first/missing,57,0,United States,Orem,0,Germany,Costa Rica,graduate school,0,United States,57,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,4,,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:49.0) Gecko/20100101 Firefox/49.0,10/06/2016 4:31 PM,10/06/2016 4:20 PM,1.4758E+12,17080.97354,01/01/1970 4:44:41 AM,1.4758E+12,567396,10/06/2016 4:23 PM,,,,
43850,en,1,aesthetics,1,0,0,3,5,5,5,5,0,1,1,1,1,3,5,4,5,4,0,0,0,0,0,0,0,0,0,0.666666667,0.816496581,0,5.511111111,0.666666667,1,4.5,,,0.821428571,-0.75,,,0,first/missing,23,1,United States,Ithaca,1,China,China,graduate school,0,United States,6,China,,,,,17,0,0,0,0,Chinese,,,,,,,0,0,0,0,0,0,,11,,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",10/06/2016 4:47 PM,10/06/2016 4:39 PM,1.4758E+12,17080.98575,01/01/1970 4:44:41 AM,1.4758E+12,494973,10/06/2016 4:40 PM,,,,
43851,en,0,aesthetics,1,0,0,4,4,4,3,4,1,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,0,first/missing,32,1,Poland,Krakow,0,Poland,Poland,graduate school,0,Poland,32,,,,,,0,0,0,0,0,Polish,,,,,,,0,0,0,0,0,0,,11,,,,,,,,"Mozilla/5.0 (iPad; CPU OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",10/06/2016 5:37 PM,10/06/2016 5:36 PM,1.4758E+12,17081.02581,01/01/1970 4:44:41 AM,0,-1.4758E+12,10/06/2016 5:37 PM,,,,
43853,en,1,aesthetics,1,0,0,3,5,4,4,4,0,1,0,0,0,4,4,1,1,3,0,0,1,0,1,0,0,0,2,2.25,1.5,0,1.877777778,2.333333333,0,2.25,,,0.8,0.333333333,,,0,first/missing,17,1,Bangladesh,Dhaka,0,Bangladesh,Bangladesh,high school,0,Bangladesh,17,,,,,,0,0,0,0,0,Other,,,,,,,0,0,0,0,0,0,,5,,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",10/06/2016 9:40 PM,10/06/2016 9:26 PM,1.47581E+12,17081.19126,01/01/1970 4:44:41 AM,1.47582E+12,384713,10/06/2016 9:34 PM,,,,
43855,en,1,aesthetics,1,0,0,3,4,4,4,5,0,1,0,0,1,2,6,6,6,6,0,0,0,0,0,0,0,0,0,4,2,0,9.6,0,1,6,,,0.833333333,0.233333333,,,0,first/missing,14,1,Australia,Burwood,0,China,China,PhD,0,Australia,14,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,7,,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",10/07/2016 5:33 AM,10/07/2016 5:25 AM,1.47584E+12,17081.51934,01/01/1970 4:44:42 AM,1.47584E+12,316632,10/07/2016 5:28 AM,,,,
43856,fr,0,aesthetics,1,0,0,5,3,5,2,5,1,0,1,0,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,0,first/missing,24,1,France,Ivry-sur-Seine,0,France,France,graduate school,0,France,24,,,,,,0,0,0,0,0,French,,,,,,,0,0,0,0,0,0,,7,,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0,10/07/2016 5:33 AM,10/07/2016 5:27 AM,1.47584E+12,17081.52359,01/01/1970 4:44:42 AM,0,-1.47584E+12,10/07/2016 5:37 AM,,,,
43857,en,0,aesthetics,1,0,0,3,2,4,2,5,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,999,999,,,0,first/missing,58,1,United States,Waterloo,0,United States,United States,graduate school,0,United States,58,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,7,,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",10/07/2016 6:17 AM,10/07/2016 6:16 AM,1.47585E+12,17081.55351,01/01/1970 4:44:42 AM,0,-1.47585E+12,10/07/2016 6:19 AM,,,,
